tripid,hhid,persid,starthour,startime,arrhour,arrtime,triptime,cumdist,trippurp,dayType,mainmode,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group,hhpoststratweight,trippoststratweight
Y24H5800231P04T02,Y24H5800231,Y24H5800231P04,15,930,15,950,20,8.00047,Recreational,Weekday,Private,3.0,Whitehorse (C),16.0,16.0,1891.946372,1115.141118898
Y24H5800231P05T01,Y24H5800231,Y24H5800231P05,8,500,8,510,10,2.03731,Education,Weekday,Private,3.0,Whitehorse (C),16.0,16.0,1891.946372,2732.79956829
Y24H5800231P05T02,Y24H5800231,Y24H5800231P05,15,930,15,945,15,2.03731,Education,Weekday,Private,3.0,Whitehorse (C),16.0,16.0,1891.946372,2732.79956829
Y24H5800232P01T01,Y24H5800232,Y24H5800232P01,16,990,17,1035,45,12.87188,Recreational,Weekday,Public,0.0,Whitehorse (C),6.0,6.0,644.5567326,816.099135692
Y24H5800232P01T02,Y24H5800232,Y24H5800232P01,18,1080,18,1130,50,12.87188,Recreational,Weekday,Public,0.0,Whitehorse (C),6.0,6.0,644.5567326,816.099135692
Y24H5800232P02T01,Y24H5800232,Y24H5800232P02,16,990,17,1035,45,12.87188,Recreational,Weekday,Public,0.0,Whitehorse (C),6.0,6.0,644.5567326,816.099135692
Y24H5800232P02T02,Y24H5800232,Y24H5800232P02,18,1080,18,1130,50,12.87188,Recreational,Weekday,Public,0.0,Whitehorse (C),6.0,6.0,644.5567326,816.099135692
Y24H5800234P01T01,Y24H5800234,Y24H5800234P01,9,570,10,650,80,7.49751,Recreational,Weekend,Private,1.0,Whitehorse (C),12.0,12.0,636.6194058,735.86162493
Y24H5800234P01T02,Y24H5800234,Y24H5800234P01,10,650,12,735,85,7.49752,Recreational,Weekend,Private,1.0,Whitehorse (C),12.0,12.0,636.6194058,735.86162493
Y24H5800234P01T03,Y24H5800234,Y24H5800234P01,13,810,14,840,30,17.79485,Recreational,Weekend,Private,1.0,Whitehorse (C),12.0,12.0,636.6194058,735.86162493
Y24H5800234P01T04,Y24H5800234,Y24H5800234P01,16,960,16,990,30,17.79485,Recreational,Weekend,Private,1.0,Whitehorse (C),12.0,12.0,636.6194058,735.86162493
Y24H5800234P01T05,Y24H5800234,Y24H5800234P01,17,1040,17,1050,10,1.97577,Recreational,Weekend,Private,1.0,Whitehorse (C),12.0,12.0,636.6194058,735.86162493
Y24H5800234P01T06,Y24H5800234,Y24H5800234P01,18,1080,18,1090,10,1.97577,Recreational,Weekend,Private,1.0,Whitehorse (C),12.0,12.0,636.6194058,735.86162493
Y24H5800235P01T01,Y24H5800235,Y24H5800235P01,19,1140,19,1160,20,11.30715,Recreational,Weekend,Private,0.0,Whitehorse (C),9.0,9.0,736.800826,1386.520980791
Y24H5800235P01T02,Y24H5800235,Y24H5800235P01,23,1380,23,1410,30,11.30715,Recreational,Weekend,Private,0.0,Whitehorse (C),9.0,9.0,736.800826,1386.520980791
Y24H5800235P02T01,Y24H5800235,Y24H5800235P02,11,660,11,690,30,3.00621,Recreational,Weekend,Public,0.0,Whitehorse (C),9.0,9.0,736.800826,1231.885005408
Y24H5800235P02T02,Y24H5800235,Y24H5800235P02,12,750,13,790,40,3.62997,Education,Weekend,Public,0.0,Whitehorse (C),9.0,9.0,736.800826,1231.885005408
Y24H5800235P02T03,Y24H5800235,Y24H5800235P02,16,960,17,1035,75,20.34446,Education,Weekend,Public,0.0,Whitehorse (C),9.0,9.0,736.800826,1231.885005408
Y24H5800237P01T01,Y24H5800237,Y24H5800237P01,17,1020,17,1030,10,2.76047,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,763.351725209
Y24H5800237P01T02,Y24H5800237,Y24H5800237P01,17,1050,17,1063,13,3.65755,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,763.351725209
Y24H5800237P01T03,Y24H5800237,Y24H5800237P01,18,1080,18,1087,7,2.15385,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,763.351725209
Y24H5800237P01T04,Y24H5800237,Y24H5800237P01,18,1115,18,1128,13,4.36302,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,763.351725209
Y24H5800237P02T01,Y24H5800237,Y24H5800237P02,14,870,15,900,30,10.39364,Work,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P02T02,Y24H5800237,Y24H5800237P02,16,960,16,995,35,10.39364,Work,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P02T03,Y24H5800237,Y24H5800237P02,17,1020,17,1030,10,2.76047,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P02T04,Y24H5800237,Y24H5800237P02,17,1050,17,1063,13,3.65755,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P02T05,Y24H5800237,Y24H5800237P02,18,1080,18,1087,7,2.15385,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P02T06,Y24H5800237,Y24H5800237P02,18,1115,18,1128,13,4.36302,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P02T07,Y24H5800237,Y24H5800237P02,19,1161,19,1179,18,16.03265,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P02T08,Y24H5800237,Y24H5800237P02,22,1368,23,1385,17,16.03265,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,797.484219931
Y24H5800237P03T01,Y24H5800237,Y24H5800237P03,7,468,8,519,51,16.25928,Education,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P03T02,Y24H5800237,Y24H5800237P03,16,999,17,1056,57,56.6274,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P03T03,Y24H5800237,Y24H5800237P03,17,1065,17,1072,7,4.17405,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P03T04,Y24H5800237,Y24H5800237P03,18,1089,18,1093,4,1.26185,Work,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T01,Y24H5800237,Y24H5800237P04,8,510,9,556,46,12.50867,Work,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T02,Y24H5800237,Y24H5800237P04,10,602,10,619,17,9.42218,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T03,Y24H5800237,Y24H5800237P04,10,623,10,629,6,1.79518,Education,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T04,Y24H5800237,Y24H5800237P04,18,1080,18,1082,2,0.59835,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T05,Y24H5800237,Y24H5800237P04,18,1085,18,1094,9,1.64458,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T06,Y24H5800237,Y24H5800237P04,18,1097,18,1126,29,34.14821,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T07,Y24H5800237,Y24H5800237P04,18,1131,19,1166,35,36.21058,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800237P04T08,Y24H5800237,Y24H5800237P04,20,1225,20,1246,21,5.83516,Recreational,Weekday,Private,4.0,Whitehorse (C),18.0,18.0,1004.031937,1012.283941335
Y24H5800239P01T01,Y24H5800239,Y24H5800239P01,6,390,7,439,49,19.08892,Work,Weekday,Public,1.0,Whitehorse (C),4.0,4.0,486.8149711,778.356716801
Y24H5800239P01T02,Y24H5800239,Y24H5800239P01,12,750,13,820,70,5.62463,Work,Weekday,Public,1.0,Whitehorse (C),4.0,4.0,486.8149711,778.356716801
Y24H5800239P01T03,Y24H5800239,Y24H5800239P01,17,1050,18,1125,75,12.63898,Work,Weekday,Public,1.0,Whitehorse (C),4.0,4.0,486.8149711,778.356716801
Y24H5800239P02T01,Y24H5800239,Y24H5800239P02,8,520,8,530,10,1.57602,Recreational,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,867.385525547
Y24H5800239P02T02,Y24H5800239,Y24H5800239P02,8,530,9,540,10,1.57602,Recreational,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,867.385525547
Y24H5800239P02T03,Y24H5800239,Y24H5800239P02,15,920,15,930,10,1.57602,Recreational,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,867.385525547
Y24H5800239P02T04,Y24H5800239,Y24H5800239P02,15,930,15,940,10,1.57602,Recreational,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,867.385525547
Y24H5800239P03T01,Y24H5800239,Y24H5800239P03,8,520,8,530,10,1.57602,Education,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,621.562616563
Y24H5800239P03T02,Y24H5800239,Y24H5800239P03,15,930,15,940,10,1.57602,Education,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,621.562616563
Y24H5800239P04T01,Y24H5800239,Y24H5800239P04,8,520,8,530,10,1.57602,Education,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,699.591628586
Y24H5800239P04T02,Y24H5800239,Y24H5800239P04,15,930,15,940,10,1.57602,Education,Weekday,Private,1.0,Whitehorse (C),4.0,4.0,486.8149711,699.591628586
Y24H5800242P01T01,Y24H5800242,Y24H5800242P01,10,651,11,666,15,8.13566,Work,Weekend,Private,1.0,Whitehorse (C),5.0,5.0,881.6285089,977.063977467
Y24H5800242P01T02,Y24H5800242,Y24H5800242P01,13,780,13,786,6,1.8763,Recreational,Weekend,Private,1.0,Whitehorse (C),5.0,5.0,881.6285089,977.063977467
Y24H5800242P01T03,Y24H5800242,Y24H5800242P01,13,814,13,826,12,6.67832,Recreational,Weekend,Private,1.0,Whitehorse (C),5.0,5.0,881.6285089,977.063977467
Y24H5800305P01T01,Y24H5800305,Y24H5800305P01,10,630,11,660,30,1.72064,Work,Weekday,Public,,,,,1.0,2583.746466219
Y24H5800305P01T02,Y24H5800305,Y24H5800305P01,14,840,14,873,33,1.72056,Work,Weekday,Public,,,,,1.0,2583.746466219
Y24H5800308P02T01,Y24H5800308,Y24H5800308P02,6,375,6,380,5,0.21698,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3272.286383,2960.976556038
Y24H5800308P02T02,Y24H5800308,Y24H5800308P02,6,390,6,405,15,0.75549,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3272.286383,2960.976556038
Y24H5800308P02T03,Y24H5800308,Y24H5800308P02,6,415,7,430,15,0.90072,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3272.286383,2960.976556038
Y24H5800322P01T01,Y24H5800322,Y24H5800322P01,9,570,9,594,24,0.45846,Work,Weekday,Active,0.0,Melbourne (C),12.0,12.0,4031.853042,4644.239030501
Y24H5800322P01T02,Y24H5800322,Y24H5800322P01,11,680,11,690,10,0.64719,Work,Weekday,Active,0.0,Melbourne (C),12.0,12.0,4031.853042,4644.239030501
Y24H5800322P01T03,Y24H5800322,Y24H5800322P01,13,838,14,851,13,1.10504,Work,Weekday,Active,0.0,Melbourne (C),12.0,12.0,4031.853042,4644.239030501
Y24H5800327P03T01,Y24H5800327,Y24H5800327P03,16,974,17,1020,46,16.52362,Recreational,Weekend,Public,0.0,Melbourne (C),16.0,16.0,3130.532459,4846.207457206
Y24H5800327P03T02,Y24H5800327,Y24H5800327P03,19,1156,20,1209,53,16.61797,Other,Weekend,Public,0.0,Melbourne (C),16.0,16.0,3130.532459,4846.207457206
Y24H5800327P03T03,Y24H5800327,Y24H5800327P03,20,1237,20,1251,14,1.64127,Other,Weekend,Active,0.0,Melbourne (C),16.0,16.0,3130.532459,4846.207457206
Y24H5800338P01T01,Y24H5800338,Y24H5800338P01,9,586,10,625,39,9.6095,Other,Weekday,Public,0.0,Melbourne (C),3.0,3.0,3061.929827,2920.581493587
Y24H5800338P01T02,Y24H5800338,Y24H5800338P01,10,652,11,689,37,24.10048,Other,Weekday,Private,0.0,Melbourne (C),3.0,3.0,3061.929827,2920.581493587
Y24H5800338P01T03,Y24H5800338,Y24H5800338P01,14,865,15,931,66,29.81653,Recreational,Weekday,Public,0.0,Melbourne (C),3.0,3.0,3061.929827,2920.581493587
Y24H5800338P01T04,Y24H5800338,Y24H5800338P01,17,1054,17,1057,3,0.13582,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3061.929827,2920.581493587
Y24H5800338P03T01,Y24H5800338,Y24H5800338P03,8,480,8,500,20,0.97629,Education,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3061.929827,3581.742670178
Y24H5800338P03T02,Y24H5800338,Y24H5800338P03,14,870,14,886,16,Missing,Education,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3061.929827,3581.742670178
Y24H5800338P03T03,Y24H5800338,Y24H5800338P03,15,904,15,921,17,1.37261,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3061.929827,3581.742670178
Y24H5800338P03T04,Y24H5800338,Y24H5800338P03,15,927,15,932,5,0.57457,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3061.929827,3581.742670178
Y24H5800338P03T05,Y24H5800338,Y24H5800338P03,16,983,16,990,7,0.36053,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3061.929827,3581.742670178
Y24H5800338P03T06,Y24H5800338,Y24H5800338P03,16,1003,17,1024,21,1.35943,Recreational,Weekday,Active,0.0,Melbourne (C),3.0,3.0,3061.929827,3581.742670178
Y24H5800339P01T01,Y24H5800339,Y24H5800339P01,10,630,11,660,30,2.49544,Education,Weekday,Public,,,,,1.0,5161.165628096
Y24H5800339P01T02,Y24H5800339,Y24H5800339P01,12,760,12,770,10,0.91992,Recreational,Weekday,Active,,,,,1.0,5161.165628096
Y24H5800339P01T03,Y24H5800339,Y24H5800339P01,13,830,14,855,25,2.50555,Recreational,Weekday,Public,,,,,1.0,5161.165628096
Y24H5800339P02T01,Y24H5800339,Y24H5800339P02,10,600,11,670,70,23.90246,Education,Weekday,Public,,,,,1.0,5478.100581443
Y24H5800339P02T02,Y24H5800339,Y24H5800339P02,13,812,14,870,58,23.9833,Education,Weekday,Public,,,,,1.0,5478.100581443
Y24H5800407P01T01,Y24H5800407,Y24H5800407P01,10,637,11,713,76,101.58029,Recreational,Weekend,Private,1.0,Merri-bek (C),17.0,17.0,954.551602,562.348701503
Y24H5800407P01T02,Y24H5800407,Y24H5800407P01,15,935,16,1017,82,142.68368,Recreational,Weekend,Private,1.0,Merri-bek (C),17.0,17.0,954.551602,562.348701503
Y24H5800407P01T03,Y24H5800407,Y24H5800407P01,17,1025,17,1031,6,2.80434,Recreational,Weekend,Private,1.0,Merri-bek (C),17.0,17.0,954.551602,562.348701503
Y24H5800407P01T04,Y24H5800407,Y24H5800407P01,17,1049,17,1051,2,0.35121,Recreational,Weekend,Private,1.0,Merri-bek (C),17.0,17.0,954.551602,562.348701503
Y24H5800407P01T05,Y24H5800407,Y24H5800407P01,17,1060,17,1065,5,2.45731,Recreational,Weekend,Private,1.0,Merri-bek (C),17.0,17.0,954.551602,562.348701503
Y24H5800407P02T01,Y24H5800407,Y24H5800407P02,10,637,11,713,76,101.58029,Recreational,Weekend,Private,1.0,Merri-bek (C),17.0,17.0,954.551602,470.929780076
Y24H5800407P02T02,Y24H5800407,Y24H5800407P02,15,935,16,1017,82,142.68368,Recreational,Weekend,Private,1.0,Merri-bek (C),17.0,17.0,954.551602,470.929780076
Y24H5800410P01T01,Y24H5800410,Y24H5800410P01,6,375,7,435,60,21.49444,Work,Weekday,Private,3.0,Merri-bek (C),16.0,16.0,2910.707848,3581.223971664
Y24H5800410P01T02,Y24H5800410,Y24H5800410P01,17,1070,19,1140,70,21.49439,Work,Weekday,Private,3.0,Merri-bek (C),16.0,16.0,2910.707848,3581.223971664
Y24H5800410P02T01,Y24H5800410,Y24H5800410P02,8,489,8,508,19,6.79009,Recreational,Weekday,Private,3.0,Merri-bek (C),16.0,16.0,2910.707848,1539.712499874
Y24H5800410P02T02,Y24H5800410,Y24H5800410P02,8,521,8,524,3,0.60453,Work,Weekday,Private,3.0,Merri-bek (C),16.0,16.0,2910.707848,1539.712499874
Y24H5800410P02T03,Y24H5800410,Y24H5800410P02,11,678,11,696,18,18.88551,Recreational,Weekday,Private,3.0,Merri-bek (C),16.0,16.0,2910.707848,1539.712499874
Y24H5800410P02T04,Y24H5800410,Y24H5800410P02,13,811,14,844,33,18.92545,Work,Weekday,Private,3.0,Merri-bek (C),16.0,16.0,2910.707848,1539.712499874
Y24H5800410P02T05,Y24H5800410,Y24H5800410P02,17,1025,17,1044,19,7.03248,Work,Weekday,Private,3.0,Merri-bek (C),16.0,16.0,2910.707848,1539.712499874
Y24H5800420P01T01,Y24H5800420,Y24H5800420P01,8,525,9,550,25,23.132,Recreational,Weekend,Private,2.0,Merri-bek (C),8.0,8.0,1988.114181,3493.320479627
Y24H5800420P01T02,Y24H5800420,Y24H5800420P01,12,720,12,740,20,23.132,Recreational,Weekend,Private,2.0,Merri-bek (C),8.0,8.0,1988.114181,3493.320479627
Y24H5800420P01T03,Y24H5800420,Y24H5800420P01,14,865,14,870,5,2.42463,Recreational,Weekend,Private,2.0,Merri-bek (C),8.0,8.0,1988.114181,3493.320479627
Y24H5800420P01T04,Y24H5800420,Y24H5800420P01,15,915,15,920,5,2.42463,Recreational,Weekend,Private,2.0,Merri-bek (C),8.0,8.0,1988.114181,3493.320479627
Y24H5800420P01T05,Y24H5800420,Y24H5800420P01,18,1108,18,1110,2,0.98494,Recreational,Weekend,Private,2.0,Merri-bek (C),8.0,8.0,1988.114181,3493.320479627
Y24H5800420P01T06,Y24H5800420,Y24H5800420P01,19,1155,19,1156,1,0.98494,Recreational,Weekend,Private,2.0,Merri-bek (C),8.0,8.0,1988.114181,3493.320479627
Y24H5800421P01T01,Y24H5800421,Y24H5800421P01,11,669,11,695,26,1.01475,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,1385.92675985
Y24H5800421P01T02,Y24H5800421,Y24H5800421P01,11,695,11,719,24,1.01475,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,1385.92675985
Y24H5800421P01T03,Y24H5800421,Y24H5800421P01,15,908,15,918,10,2.44715,Recreational,Weekend,Private,2.0,Merri-bek (C),17.0,17.0,1355.610415,1385.92675985
Y24H5800421P01T04,Y24H5800421,Y24H5800421P01,15,952,15,957,5,2.44715,Recreational,Weekend,Private,2.0,Merri-bek (C),17.0,17.0,1355.610415,1385.92675985
Y24H5800421P01T05,Y24H5800421,Y24H5800421P01,16,1013,17,1022,9,0.63697,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,1385.92675985
Y24H5800421P01T06,Y24H5800421,Y24H5800421P01,17,1022,17,1034,12,0.63697,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,1385.92675985
Y24H5800421P02T01,Y24H5800421,Y24H5800421P02,11,669,11,695,26,1.01831,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,942.647436357
Y24H5800421P02T02,Y24H5800421,Y24H5800421P02,11,695,11,719,24,1.01831,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,942.647436357
Y24H5800421P02T03,Y24H5800421,Y24H5800421P02,15,908,15,918,10,2.44715,Recreational,Weekend,Private,2.0,Merri-bek (C),17.0,17.0,1355.610415,942.647436357
Y24H5800421P02T04,Y24H5800421,Y24H5800421P02,15,952,15,957,5,2.44715,Recreational,Weekend,Private,2.0,Merri-bek (C),17.0,17.0,1355.610415,942.647436357
Y24H5800421P02T05,Y24H5800421,Y24H5800421P02,16,1013,17,1022,9,0.63791,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,942.647436357
Y24H5800421P02T06,Y24H5800421,Y24H5800421P02,17,1022,17,1034,12,0.63791,Work,Weekend,Active,2.0,Merri-bek (C),17.0,17.0,1355.610415,942.647436357
Y24H5800438P01T01,Y24H5800438,Y24H5800438P01,9,590,10,604,14,7.85542,Recreational,Weekday,Private,1.0,Merri-bek (C),11.0,11.0,729.5625852,1059.789673979
Y24H5800438P01T02,Y24H5800438,Y24H5800438P01,12,778,13,793,15,7.85542,Recreational,Weekday,Private,1.0,Merri-bek (C),11.0,11.0,729.5625852,1059.789673979
Y24H5800438P02T01,Y24H5800438,Y24H5800438P02,9,590,10,604,14,7.85542,Recreational,Weekday,Private,1.0,Merri-bek (C),11.0,11.0,729.5625852,313.288151856
Y24H5800438P02T02,Y24H5800438,Y24H5800438P02,12,778,13,793,15,7.85542,Recreational,Weekday,Private,1.0,Merri-bek (C),11.0,11.0,729.5625852,313.288151856
Y24H5800439P01T01,Y24H5800439,Y24H5800439P01,7,433,8,480,47,18.63746,Work,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1879.889566679
Y24H5800439P01T02,Y24H5800439,Y24H5800439P01,14,870,15,900,30,16.79688,Recreational,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1879.889566679
Y24H5800439P01T03,Y24H5800439,Y24H5800439P01,15,922,15,931,9,3.35753,Recreational,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1879.889566679
Y24H5800439P01T04,Y24H5800439,Y24H5800439P01,19,1168,19,1170,2,0.60668,Recreational,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1879.889566679
Y24H5800439P01T05,Y24H5800439,Y24H5800439P01,20,1230,20,1232,2,0.60668,Recreational,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1879.889566679
Y24H5800439P02T01,Y24H5800439,Y24H5800439P02,8,497,8,505,8,3.35789,Work,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1353.830570775
Y24H5800439P02T02,Y24H5800439,Y24H5800439P02,16,1000,16,1009,9,3.64982,Recreational,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1353.830570775
Y24H5800439P02T03,Y24H5800439,Y24H5800439P02,16,1019,17,1022,3,1.4174,Recreational,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1353.830570775
Y24H5800439P04T01,Y24H5800439,Y24H5800439P04,8,497,8,505,8,3.35789,Education,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1889.729233909
Y24H5800439P04T02,Y24H5800439,Y24H5800439P04,15,922,15,931,9,3.35789,Education,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,1889.729233909
Y24H5800439P05T01,Y24H5800439,Y24H5800439P05,8,497,8,505,8,3.35789,Education,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,3640.084288659
Y24H5800439P05T02,Y24H5800439,Y24H5800439P05,15,922,15,931,9,3.35789,Education,Weekday,Private,3.0,Merri-bek (C),18.0,18.0,1538.476591,3640.084288659
Y24H5800442P01T01,Y24H5800442,Y24H5800442P01,10,630,10,645,15,3.35554,Recreational,Weekend,Private,2.0,Merri-bek (C),7.0,7.0,1129.675346,670.28069781
Y24H5800442P01T02,Y24H5800442,Y24H5800442P01,11,690,11,705,15,3.35554,Recreational,Weekend,Private,2.0,Merri-bek (C),7.0,7.0,1129.675346,670.28069781
Y24H5800442P01T03,Y24H5800442,Y24H5800442P01,15,908,15,920,12,0.99605,Recreational,Weekend,Active,2.0,Merri-bek (C),7.0,7.0,1129.675346,670.28069781
Y24H5800442P01T04,Y24H5800442,Y24H5800442P01,15,920,15,932,12,0.99605,Recreational,Weekend,Active,2.0,Merri-bek (C),7.0,7.0,1129.675346,670.28069781
Y24H5800529P01T01,Y24H5800529,Y24H5800529P01,8,480,8,510,30,10.69392,Work,Weekday,Private,2.0,Hobsons Bay (C),18.0,18.0,1754.182288,1760.663150411
Y24H5800529P01T02,Y24H5800529,Y24H5800529P01,12,730,13,780,50,31.94285,Work,Weekday,Private,2.0,Hobsons Bay (C),18.0,18.0,1754.182288,1760.663150411
Y24H5800529P01T03,Y24H5800529,Y24H5800529P01,15,930,16,960,30,31.94285,Work,Weekday,Private,2.0,Hobsons Bay (C),18.0,18.0,1754.182288,1760.663150411
Y24H5800529P01T04,Y24H5800529,Y24H5800529P01,18,1080,18,1110,30,10.69392,Work,Weekday,Private,2.0,Hobsons Bay (C),18.0,18.0,1754.182288,1760.663150411
Y24H5800529P02T01,Y24H5800529,Y24H5800529P02,8,485,9,553,68,58.05323,Work,Weekday,Private,2.0,Hobsons Bay (C),18.0,18.0,1754.182288,1849.415724709
Y24H5800529P02T02,Y24H5800529,Y24H5800529P02,17,1051,18,1101,50,58.05323,Work,Weekday,Private,2.0,Hobsons Bay (C),18.0,18.0,1754.182288,1849.415724709
Y24H5800534P01T01,Y24H5800534,Y24H5800534P01,8,516,8,527,11,6.05841,Recreational,Weekend,Private,2.0,Hobsons Bay (C),16.0,16.0,1636.04345,1193.82973568
Y24H5800534P01T02,Y24H5800534,Y24H5800534P01,10,618,10,628,10,6.05841,Recreational,Weekend,Private,2.0,Hobsons Bay (C),16.0,16.0,1636.04345,1193.82973568
Y24H5800534P01T03,Y24H5800534,Y24H5800534P01,11,679,11,681,2,1.6809,Recreational,Weekend,Private,2.0,Hobsons Bay (C),16.0,16.0,1636.04345,1193.82973568
Y24H5800534P01T04,Y24H5800534,Y24H5800534P01,11,683,11,694,11,7.32614,Work,Weekend,Private,2.0,Hobsons Bay (C),16.0,16.0,1636.04345,1193.82973568
Y24H5800534P01T05,Y24H5800534,Y24H5800534P01,15,912,15,924,12,6.51193,Recreational,Weekend,Private,2.0,Hobsons Bay (C),16.0,16.0,1636.04345,1193.82973568
Y24H5800534P01T06,Y24H5800534,Y24H5800534P01,15,932,15,935,3,2.1568,Recreational,Weekend,Private,2.0,Hobsons Bay (C),16.0,16.0,1636.04345,1193.82973568
Y24H5800534P01T07,Y24H5800534,Y24H5800534P01,15,955,15,957,2,1.6809,Recreational,Weekend,Private,2.0,Hobsons Bay (C),16.0,16.0,1636.04345,1193.82973568
