tripid,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10
Y24H5990213P03T04,695.362588155,798.206692135,711.941193039,691.769156105,843.257284005,806.069389079,680.889122409,777.169896529,761.255880068,724.25339139,0.0
Y24H5990213P04T01,909.155079793,1002.527660806,922.722288234,882.465948333,1311.942955481,1201.963950554,852.584550582,948.036136247,1008.256237866,1064.09148786,0.0
Y24H5990213P04T02,909.155079793,1002.527660806,922.722288234,882.465948333,1311.942955481,1201.963950554,852.584550582,948.036136247,1008.256237866,1064.09148786,0.0
Y24H5990213P04T03,909.155079793,1002.527660806,922.722288234,882.465948333,1311.942955481,1201.963950554,852.584550582,948.036136247,1008.256237866,1064.09148786,0.0
Y24H5990213P04T04,909.155079793,1002.527660806,922.722288234,882.465948333,1311.942955481,1201.963950554,852.584550582,948.036136247,1008.256237866,1064.09148786,0.0
Y24H5990216P01T01,1159.764377523,1156.033933685,1063.410697678,1087.070423334,1964.704942433,1880.555536755,1132.936735357,1222.084192844,1266.787725265,1182.61896327,0.0
Y24H5990216P01T02,1159.764377523,1156.033933685,1063.410697678,1087.070423334,1964.704942433,1880.555536755,1132.936735357,1222.084192844,1266.787725265,1182.61896327,0.0
Y24H5990216P01T03,1159.764377523,1156.033933685,1063.410697678,1087.070423334,1964.704942433,1880.555536755,1132.936735357,1222.084192844,1266.787725265,1182.61896327,0.0
Y24H5990216P01T04,1159.764377523,1156.033933685,1063.410697678,1087.070423334,1964.704942433,1880.555536755,1132.936735357,1222.084192844,1266.787725265,1182.61896327,0.0
Y24H5990216P01T05,1159.764377523,1156.033933685,1063.410697678,1087.070423334,1964.704942433,1880.555536755,1132.936735357,1222.084192844,1266.787725265,1182.61896327,0.0
Y24H5990216P01T06,1159.764377523,1156.033933685,1063.410697678,1087.070423334,1964.704942433,1880.555536755,1132.936735357,1222.084192844,1266.787725265,1182.61896327,0.0
Y24H5990216P01T07,1159.764377523,1156.033933685,1063.410697678,1087.070423334,1964.704942433,1880.555536755,1132.936735357,1222.084192844,1266.787725265,1182.61896327,0.0
Y24H5990216P02T01,913.177096486,1127.590814649,896.359329457,888.026907819,1715.566774016,1271.858447223,878.066576513,816.318352555,920.874823525,970.509412429,0.0
Y24H5990216P02T02,913.177096486,1127.590814649,896.359329457,888.026907819,1715.566774016,1271.858447223,878.066576513,816.318352555,920.874823525,970.509412429,0.0
Y24H5990216P02T03,913.177096486,1127.590814649,896.359329457,888.026907819,1715.566774016,1271.858447223,878.066576513,816.318352555,920.874823525,970.509412429,0.0
Y24H5990216P02T04,913.177096486,1127.590814649,896.359329457,888.026907819,1715.566774016,1271.858447223,878.066576513,816.318352555,920.874823525,970.509412429,0.0
Y24H5990216P02T05,913.177096486,1127.590814649,896.359329457,888.026907819,1715.566774016,1271.858447223,878.066576513,816.318352555,920.874823525,970.509412429,0.0
Y24H5990216P03T01,1081.479804848,1323.531779873,1053.207500502,1123.468700094,1733.944669397,1419.047347068,1086.012676341,987.125252691,1103.080841691,1065.151117203,0.0
Y24H5990216P03T02,1081.479804848,1323.531779873,1053.207500502,1123.468700094,1733.944669397,1419.047347068,1086.012676341,987.125252691,1103.080841691,1065.151117203,0.0
Y24H5990216P03T03,1081.479804848,1323.531779873,1053.207500502,1123.468700094,1733.944669397,1419.047347068,1086.012676341,987.125252691,1103.080841691,1065.151117203,0.0
Y24H5990216P03T04,1081.479804848,1323.531779873,1053.207500502,1123.468700094,1733.944669397,1419.047347068,1086.012676341,987.125252691,1103.080841691,1065.151117203,0.0
Y24H5990216P03T05,1081.479804848,1323.531779873,1053.207500502,1123.468700094,1733.944669397,1419.047347068,1086.012676341,987.125252691,1103.080841691,1065.151117203,0.0
Y24H5990216P03T06,1081.479804848,1323.531779873,1053.207500502,1123.468700094,1733.944669397,1419.047347068,1086.012676341,987.125252691,1103.080841691,1065.151117203,0.0
Y24H5990216P03T07,1081.479804848,1323.531779873,1053.207500502,1123.468700094,1733.944669397,1419.047347068,1086.012676341,987.125252691,1103.080841691,1065.151117203,0.0
Y24H5990216P04T01,1139.067655047,1305.694459114,1100.744166515,1140.959533868,1996.728848237,1650.824186704,1138.549860231,1165.127660542,1211.304787544,1080.418149169,0.0
Y24H5990216P04T02,1139.067655047,1305.694459114,1100.744166515,1140.959533868,1996.728848237,1650.824186704,1138.549860231,1165.127660542,1211.304787544,1080.418149169,0.0
Y24H5990216P04T03,1139.067655047,1305.694459114,1100.744166515,1140.959533868,1996.728848237,1650.824186704,1138.549860231,1165.127660542,1211.304787544,1080.418149169,0.0
Y24H5990217P01T01,707.211977379,820.698480665,761.647493989,769.747885133,1264.801839887,671.087481693,706.210703076,713.477434799,836.641503415,715.420089489,0.0
Y24H5990217P01T02,707.211977379,820.698480665,761.647493989,769.747885133,1264.801839887,671.087481693,706.210703076,713.477434799,836.641503415,715.420089489,0.0
Y24H5990219P01T01,543.816430267,622.992447386,554.929013804,631.907337544,859.442176558,593.762336689,538.422114509,526.32575018,700.817854917,538.96627332,0.0
Y24H5990219P01T02,543.816430267,622.992447386,554.929013804,631.907337544,859.442176558,593.762336689,538.422114509,526.32575018,700.817854917,538.96627332,0.0
Y24H5990219P02T01,465.961873989,483.955928845,480.738351439,463.912201086,651.801864868,548.33207697,476.560767187,532.840692593,552.177817521,462.083871281,0.0
Y24H5990219P02T02,465.961873989,483.955928845,480.738351439,463.912201086,651.801864868,548.33207697,476.560767187,532.840692593,552.177817521,462.083871281,0.0
Y24H5990219P03T01,690.972988658,721.393609003,692.864389806,896.748093134,953.276021401,826.345049827,685.783950061,812.339777073,795.144272277,636.405705511,0.0
Y24H5990219P03T02,690.972988658,721.393609003,692.864389806,896.748093134,953.276021401,826.345049827,685.783950061,812.339777073,795.144272277,636.405705511,0.0
Y24H5990219P04T01,792.836061656,928.37755131,808.582899992,836.520310145,1012.814877829,760.734375302,813.139646048,920.732572217,906.487370675,784.254336569,0.0
Y24H5990219P04T02,792.836061656,928.37755131,808.582899992,836.520310145,1012.814877829,760.734375302,813.139646048,920.732572217,906.487370675,784.254336569,0.0
Y24H5990222P01T01,744.564446766,983.180271478,746.31116174,846.280621063,0.0,812.787637018,741.414072558,798.670339537,780.666417586,738.994101875,881.990835529
Y24H5990222P01T02,744.564446766,983.180271478,746.31116174,846.280621063,0.0,812.787637018,741.414072558,798.670339537,780.666417586,738.994101875,881.990835529
Y24H5990222P01T03,744.564446766,983.180271478,746.31116174,846.280621063,0.0,812.787637018,741.414072558,798.670339537,780.666417586,738.994101875,881.990835529
Y24H5990222P02T01,499.984066906,606.566167222,494.384670859,638.05165162,0.0,525.557107074,510.210745776,450.158401331,589.907554621,536.337450693,572.023909164
Y24H5990222P02T02,499.984066906,606.566167222,494.384670859,638.05165162,0.0,525.557107074,510.210745776,450.158401331,589.907554621,536.337450693,572.023909164
Y24H5990222P02T03,499.984066906,606.566167222,494.384670859,638.05165162,0.0,525.557107074,510.210745776,450.158401331,589.907554621,536.337450693,572.023909164
Y24H5990222P02T04,499.984066906,606.566167222,494.384670859,638.05165162,0.0,525.557107074,510.210745776,450.158401331,589.907554621,536.337450693,572.023909164
Y24H5990222P03T01,640.313308746,732.790240683,647.544008085,770.165381988,0.0,691.476327438,632.292957183,601.147519545,706.949662295,700.701046112,737.834696372
Y24H5990222P03T02,640.313308746,732.790240683,647.544008085,770.165381988,0.0,691.476327438,632.292957183,601.147519545,706.949662295,700.701046112,737.834696372
Y24H5990225P01T01,757.329893716,833.452028441,706.404995453,734.889343236,0.0,784.152553795,803.881869477,843.234702194,1021.669071863,801.962949242,956.785721325
Y24H5990225P01T02,757.329893716,833.452028441,706.404995453,734.889343236,0.0,784.152553795,803.881869477,843.234702194,1021.669071863,801.962949242,956.785721325
Y24H5990225P01T03,757.329893716,833.452028441,706.404995453,734.889343236,0.0,784.152553795,803.881869477,843.234702194,1021.669071863,801.962949242,956.785721325
Y24H5990225P01T04,757.329893716,833.452028441,706.404995453,734.889343236,0.0,784.152553795,803.881869477,843.234702194,1021.669071863,801.962949242,956.785721325
Y24H5990225P01T05,757.329893716,833.452028441,706.404995453,734.889343236,0.0,784.152553795,803.881869477,843.234702194,1021.669071863,801.962949242,956.785721325
Y24H5990225P01T06,757.329893716,833.452028441,706.404995453,734.889343236,0.0,784.152553795,803.881869477,843.234702194,1021.669071863,801.962949242,956.785721325
Y24H5990225P02T01,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T02,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T03,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T04,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T05,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T06,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T07,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T08,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T09,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T10,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T11,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990225P02T12,794.822281857,983.385968507,767.444270429,936.642241405,0.0,892.402664521,921.59566175,900.681200294,786.385522021,751.50538335,976.179928313
Y24H5990227P01T01,612.029428512,759.19471052,622.831704226,598.03535452,0.0,617.544203173,650.326767605,615.955741907,682.736603196,629.43126256,822.811427914
Y24H5990227P01T02,612.029428512,759.19471052,622.831704226,598.03535452,0.0,617.544203173,650.326767605,615.955741907,682.736603196,629.43126256,822.811427914
Y24H5990227P01T03,612.029428512,759.19471052,622.831704226,598.03535452,0.0,617.544203173,650.326767605,615.955741907,682.736603196,629.43126256,822.811427914
Y24H5990227P01T04,612.029428512,759.19471052,622.831704226,598.03535452,0.0,617.544203173,650.326767605,615.955741907,682.736603196,629.43126256,822.811427914
Y24H5990227P01T05,612.029428512,759.19471052,622.831704226,598.03535452,0.0,617.544203173,650.326767605,615.955741907,682.736603196,629.43126256,822.811427914
Y24H5990227P01T06,612.029428512,759.19471052,622.831704226,598.03535452,0.0,617.544203173,650.326767605,615.955741907,682.736603196,629.43126256,822.811427914
Y24H5990227P01T07,612.029428512,759.19471052,622.831704226,598.03535452,0.0,617.544203173,650.326767605,615.955741907,682.736603196,629.43126256,822.811427914
Y24H5990227P02T01,612.127519297,865.47268898,633.573133964,552.042530396,0.0,650.662508174,631.599733851,602.035246846,670.578422566,620.722265102,831.479602644
Y24H5990227P02T02,612.127519297,865.47268898,633.573133964,552.042530396,0.0,650.662508174,631.599733851,602.035246846,670.578422566,620.722265102,831.479602644
Y24H5990227P02T03,612.127519297,865.47268898,633.573133964,552.042530396,0.0,650.662508174,631.599733851,602.035246846,670.578422566,620.722265102,831.479602644
Y24H5990227P02T04,612.127519297,865.47268898,633.573133964,552.042530396,0.0,650.662508174,631.599733851,602.035246846,670.578422566,620.722265102,831.479602644
Y24H5990227P02T05,612.127519297,865.47268898,633.573133964,552.042530396,0.0,650.662508174,631.599733851,602.035246846,670.578422566,620.722265102,831.479602644
Y24H5990227P02T06,612.127519297,865.47268898,633.573133964,552.042530396,0.0,650.662508174,631.599733851,602.035246846,670.578422566,620.722265102,831.479602644
Y24H5990227P02T07,612.127519297,865.47268898,633.573133964,552.042530396,0.0,650.662508174,631.599733851,602.035246846,670.578422566,620.722265102,831.479602644
Y24H5990230P01T01,1070.683472507,1101.47448294,1002.315260424,1180.661101646,0.0,1285.739525237,959.593242097,1035.876207968,1218.628219762,1032.96382802,1220.22289013
Y24H5990230P01T02,1070.683472507,1101.47448294,1002.315260424,1180.661101646,0.0,1285.739525237,959.593242097,1035.876207968,1218.628219762,1032.96382802,1220.22289013
Y24H5990230P01T03,1070.683472507,1101.47448294,1002.315260424,1180.661101646,0.0,1285.739525237,959.593242097,1035.876207968,1218.628219762,1032.96382802,1220.22289013
Y24H5990230P04T01,771.692194778,798.415755711,741.735474555,919.262111375,0.0,914.784792194,661.588342065,731.728018554,855.448214038,729.997243011,843.802455437
Y24H5990230P04T02,771.692194778,798.415755711,741.735474555,919.262111375,0.0,914.784792194,661.588342065,731.728018554,855.448214038,729.997243011,843.802455437
Y24H5990230P04T03,771.692194778,798.415755711,741.735474555,919.262111375,0.0,914.784792194,661.588342065,731.728018554,855.448214038,729.997243011,843.802455437
Y24H5990230P05T01,1676.796097484,1895.833083382,1559.11061536,1767.088444742,0.0,1613.764624182,1538.277561153,1776.762921271,1810.615942285,1656.619552339,2413.44909245
Y24H5990230P05T02,1676.796097484,1895.833083382,1559.11061536,1767.088444742,0.0,1613.764624182,1538.277561153,1776.762921271,1810.615942285,1656.619552339,2413.44909245
Y24H5990230P05T03,1676.796097484,1895.833083382,1559.11061536,1767.088444742,0.0,1613.764624182,1538.277561153,1776.762921271,1810.615942285,1656.619552339,2413.44909245
Y24H5990231P01T01,1277.723917045,1335.187719654,1167.228092366,1388.941466027,0.0,1318.075499273,1191.980638515,1605.640255565,1423.647338128,1252.17885132,1340.927106732
Y24H5990231P01T02,1277.723917045,1335.187719654,1167.228092366,1388.941466027,0.0,1318.075499273,1191.980638515,1605.640255565,1423.647338128,1252.17885132,1340.927106732
Y24H5990231P02T01,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T02,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T03,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T04,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T05,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T06,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T07,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T08,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T09,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T10,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T11,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P02T12,740.388348002,710.693984478,695.924830524,817.562412616,0.0,698.770560236,700.472724776,859.882073778,836.164277187,768.260910819,778.224655852
Y24H5990231P03T01,669.312991228,721.746940804,638.087369541,752.983009843,0.0,637.441618153,618.201370949,701.707318674,756.579804398,639.484462331,685.889883993
Y24H5990231P03T02,669.312991228,721.746940804,638.087369541,752.983009843,0.0,637.441618153,618.201370949,701.707318674,756.579804398,639.484462331,685.889883993
Y24H5990231P03T03,669.312991228,721.746940804,638.087369541,752.983009843,0.0,637.441618153,618.201370949,701.707318674,756.579804398,639.484462331,685.889883993
Y24H5990231P04T01,762.883843398,812.358285024,712.548977353,852.608187025,0.0,750.597233095,701.741983081,806.839781125,874.825009057,719.144113499,778.376566846
Y24H5990231P04T02,762.883843398,812.358285024,712.548977353,852.608187025,0.0,750.597233095,701.741983081,806.839781125,874.825009057,719.144113499,778.376566846
Y24H5990231P04T03,762.883843398,812.358285024,712.548977353,852.608187025,0.0,750.597233095,701.741983081,806.839781125,874.825009057,719.144113499,778.376566846
Y24H5990231P04T04,762.883843398,812.358285024,712.548977353,852.608187025,0.0,750.597233095,701.741983081,806.839781125,874.825009057,719.144113499,778.376566846
Y24H5990231P04T05,762.883843398,812.358285024,712.548977353,852.608187025,0.0,750.597233095,701.741983081,806.839781125,874.825009057,719.144113499,778.376566846
Y24H5990231P04T06,762.883843398,812.358285024,712.548977353,852.608187025,0.0,750.597233095,701.741983081,806.839781125,874.825009057,719.144113499,778.376566846
Y24H5990232P01T01,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P01T02,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P01T03,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P01T04,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P01T05,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P01T06,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P01T07,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P01T08,877.795435762,1154.352600629,837.854973015,913.675317765,0.0,1094.941677963,796.397842938,821.244269921,821.802371293,926.133547964,1061.289038452
Y24H5990232P02T01,622.285959866,941.244712177,626.843842348,737.408163814,0.0,823.882630875,663.56030909,456.731362368,620.007709619,561.382287411,698.043487841
Y24H5990232P02T02,622.285959866,941.244712177,626.843842348,737.408163814,0.0,823.882630875,663.56030909,456.731362368,620.007709619,561.382287411,698.043487841
Y24H5990232P02T03,622.285959866,941.244712177,626.843842348,737.408163814,0.0,823.882630875,663.56030909,456.731362368,620.007709619,561.382287411,698.043487841
Y24H5990232P03T01,679.882130201,961.784659653,684.205927335,784.948008875,0.0,801.657799139,678.499630751,560.444380448,626.357875298,642.547819462,1076.97919181
Y24H5990232P04T01,676.348220626,890.39482785,677.915646133,739.039905237,0.0,894.588363037,676.63160147,618.788590027,651.489300281,607.002163735,846.576320057
Y24H5990232P04T02,676.348220626,890.39482785,677.915646133,739.039905237,0.0,894.588363037,676.63160147,618.788590027,651.489300281,607.002163735,846.576320057
Y24H5990232P04T03,676.348220626,890.39482785,677.915646133,739.039905237,0.0,894.588363037,676.63160147,618.788590027,651.489300281,607.002163735,846.576320057
Y24H5990232P04T04,676.348220626,890.39482785,677.915646133,739.039905237,0.0,894.588363037,676.63160147,618.788590027,651.489300281,607.002163735,846.576320057
Y24H5990232P04T05,676.348220626,890.39482785,677.915646133,739.039905237,0.0,894.588363037,676.63160147,618.788590027,651.489300281,607.002163735,846.576320057
Y24H5990232P05T01,781.428214559,1061.008593421,795.781041252,876.800641714,0.0,1029.740059576,731.792829849,591.361123603,729.781622182,836.56549725,891.616914456
Y24H5990232P05T02,781.428214559,1061.008593421,795.781041252,876.800641714,0.0,1029.740059576,731.792829849,591.361123603,729.781622182,836.56549725,891.616914456
Y24H5990232P05T03,781.428214559,1061.008593421,795.781041252,876.800641714,0.0,1029.740059576,731.792829849,591.361123603,729.781622182,836.56549725,891.616914456
Y24H5990232P05T04,781.428214559,1061.008593421,795.781041252,876.800641714,0.0,1029.740059576,731.792829849,591.361123603,729.781622182,836.56549725,891.616914456
Y24H5990232P05T05,781.428214559,1061.008593421,795.781041252,876.800641714,0.0,1029.740059576,731.792829849,591.361123603,729.781622182,836.56549725,891.616914456
Y24H5990234P01T01,578.261764415,713.295389784,590.645386744,554.352954517,0.0,591.988328275,618.952591553,576.942424093,647.033202128,586.323780537,807.572406628
Y24H5990234P01T02,578.261764415,713.295389784,590.645386744,554.352954517,0.0,591.988328275,618.952591553,576.942424093,647.033202128,586.323780537,807.572406628
Y24H5990234P01T03,578.261764415,713.295389784,590.645386744,554.352954517,0.0,591.988328275,618.952591553,576.942424093,647.033202128,586.323780537,807.572406628
Y24H5990234P01T04,578.261764415,713.295389784,590.645386744,554.352954517,0.0,591.988328275,618.952591553,576.942424093,647.033202128,586.323780537,807.572406628
Y24H5990234P01T05,578.261764415,713.295389784,590.645386744,554.352954517,0.0,591.988328275,618.952591553,576.942424093,647.033202128,586.323780537,807.572406628
Y24H5990234P01T06,578.261764415,713.295389784,590.645386744,554.352954517,0.0,591.988328275,618.952591553,576.942424093,647.033202128,586.323780537,807.572406628
Y24H5990234P02T01,508.183921439,630.054507743,533.25134518,574.204131955,0.0,576.342859481,525.975755612,474.461422145,594.19729999,536.311522112,632.496469367
Y24H5990234P02T02,508.183921439,630.054507743,533.25134518,574.204131955,0.0,576.342859481,525.975755612,474.461422145,594.19729999,536.311522112,632.496469367
Y24H5990234P02T03,508.183921439,630.054507743,533.25134518,574.204131955,0.0,576.342859481,525.975755612,474.461422145,594.19729999,536.311522112,632.496469367
Y24H5990234P02T04,508.183921439,630.054507743,533.25134518,574.204131955,0.0,576.342859481,525.975755612,474.461422145,594.19729999,536.311522112,632.496469367
Y24H5990234P02T05,508.183921439,630.054507743,533.25134518,574.204131955,0.0,576.342859481,525.975755612,474.461422145,594.19729999,536.311522112,632.496469367
Y24H5990234P02T06,508.183921439,630.054507743,533.25134518,574.204131955,0.0,576.342859481,525.975755612,474.461422145,594.19729999,536.311522112,632.496469367
Y24H5990236P02T01,535.337325067,577.782610887,512.118146754,571.77846419,0.0,719.725859447,658.196086329,551.270357618,525.664493161,544.7629983,658.410957118
Y24H5990236P02T02,535.337325067,577.782610887,512.118146754,571.77846419,0.0,719.725859447,658.196086329,551.270357618,525.664493161,544.7629983,658.410957118
Y24H5990240P01T01,455.884202462,447.631280869,446.357148897,511.385499831,0.0,597.914472293,519.712928227,529.855529372,442.473379816,451.971403012,595.581456143
Y24H5990240P01T02,455.884202462,447.631280869,446.357148897,511.385499831,0.0,597.914472293,519.712928227,529.855529372,442.473379816,451.971403012,595.581456143
Y24H5990240P01T03,455.884202462,447.631280869,446.357148897,511.385499831,0.0,597.914472293,519.712928227,529.855529372,442.473379816,451.971403012,595.581456143
Y24H5990240P01T04,455.884202462,447.631280869,446.357148897,511.385499831,0.0,597.914472293,519.712928227,529.855529372,442.473379816,451.971403012,595.581456143
Y24H5990240P01T05,455.884202462,447.631280869,446.357148897,511.385499831,0.0,597.914472293,519.712928227,529.855529372,442.473379816,451.971403012,595.581456143
Y24H5990240P02T01,469.108321287,502.057789725,484.833249333,495.256042384,0.0,650.15538904,463.237730822,495.924476117,518.945035497,478.859985807,600.004128364
Y24H5990240P02T02,469.108321287,502.057789725,484.833249333,495.256042384,0.0,650.15538904,463.237730822,495.924476117,518.945035497,478.859985807,600.004128364
Y24H5990240P02T03,469.108321287,502.057789725,484.833249333,495.256042384,0.0,650.15538904,463.237730822,495.924476117,518.945035497,478.859985807,600.004128364
Y24H5990240P02T04,469.108321287,502.057789725,484.833249333,495.256042384,0.0,650.15538904,463.237730822,495.924476117,518.945035497,478.859985807,600.004128364
Y24H5990240P04T01,645.129617738,660.214052804,646.178234758,761.670617618,0.0,941.874358478,641.484742946,742.460238719,699.894739691,607.357385367,804.650029261
Y24H5990240P04T02,645.129617738,660.214052804,646.178234758,761.670617618,0.0,941.874358478,641.484742946,742.460238719,699.894739691,607.357385367,804.650029261
Y24H5990240P04T03,645.129617738,660.214052804,646.178234758,761.670617618,0.0,941.874358478,641.484742946,742.460238719,699.894739691,607.357385367,804.650029261
Y24H5990240P04T04,645.129617738,660.214052804,646.178234758,761.670617618,0.0,941.874358478,641.484742946,742.460238719,699.894739691,607.357385367,804.650029261
Y24H5990303P01T01,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T02,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T03,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T04,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T05,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T06,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T07,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T08,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P01T09,394.186654859,402.76920446,387.0633739,354.414137938,399.211850365,427.702053983,406.285399883,505.381282524,395.916612732,0.0,545.722357433
Y24H5990303P02T01,397.365479895,412.343238631,391.66809938,358.300963776,391.931754433,416.049940447,410.267597485,530.342550251,426.811267288,0.0,606.553579834
Y24H5990303P02T02,397.365479895,412.343238631,391.66809938,358.300963776,391.931754433,416.049940447,410.267597485,530.342550251,426.811267288,0.0,606.553579834
Y24H5990303P02T03,397.365479895,412.343238631,391.66809938,358.300963776,391.931754433,416.049940447,410.267597485,530.342550251,426.811267288,0.0,606.553579834
Y24H5990303P02T04,397.365479895,412.343238631,391.66809938,358.300963776,391.931754433,416.049940447,410.267597485,530.342550251,426.811267288,0.0,606.553579834
Y24H5990303P02T05,397.365479895,412.343238631,391.66809938,358.300963776,391.931754433,416.049940447,410.267597485,530.342550251,426.811267288,0.0,606.553579834
Y24H5990303P02T06,397.365479895,412.343238631,391.66809938,358.300963776,391.931754433,416.049940447,410.267597485,530.342550251,426.811267288,0.0,606.553579834
Y24H5990303P02T07,397.365479895,412.343238631,391.66809938,358.300963776,391.931754433,416.049940447,410.267597485,530.342550251,426.811267288,0.0,606.553579834
Y24H5990304P01T01,900.1615996,983.803788212,917.952540233,807.758336564,1438.839058774,676.117150993,942.83233413,1330.827747637,1145.569381423,0.0,991.79321638
Y24H5990304P01T02,900.1615996,983.803788212,917.952540233,807.758336564,1438.839058774,676.117150993,942.83233413,1330.827747637,1145.569381423,0.0,991.79321638
